,epoch_0,epoch_1
3d48a341-c7c0-4edd-b1d7-5c2ade1557b1,228.4856985191926,24.60632874308757
40a07b64-0444-4452-8ddb-c6a4722f473a,257.18201627084125,25.46267397954532
e29fd0e1-412f-4243-b94c-bc86264e2904,125.44979828950339,130.6573997006794
a1c267ba-e0ea-4ef8-91fa-1233856057cc,60.87378109687763,256.8778365938975
7928b600-1033-4050-a57e-a1b9b20d43e0,90.66464834738491,33.61051727650123
296eb2c2-6e07-49d8-b887-bca480e8c096,220.41833092475707,54.0107048813416
0d742f07-116f-4bc1-9373-53cadfd34a91,142.6103085775714,52.84987281983431
f996954a-d00f-46a2-bae1-243eb2230c1c,221.29671385498293,148.86199718584442
23b1ede8-b998-4b5b-b39c-5ed1f84902a8,119.28827227132068,25.287359663141558
db2593e2-f882-4838-bd80-9897ab247e32,126.9378708086002,20.66406251276585
07b1e73c-f1ec-4717-b920-0fda11513c95,236.54282785952012,325.88311827118673
56be3f66-34da-482a-8e90-0b623f7250c6,277.02577148545174,123.84774961771045
c2898fbf-eca3-4f98-ba47-29624a70e8bc,132.41741531735272,101.49383489977384
0223b06a-621a-4c11-b8b6-4847959a9586,136.3754589792226,107.70471855451588
b4f150c1-a589-4796-b653-4e3ff039a333,8.395103858282916,4.268135280499521
948bb12c-1c23-48bb-9c01-ced025fa170d,14.529734056297947,12.15118671342463
45a398ee-8f34-41d2-8d79-cfc2e60f7524,214.26352612520884,111.52282663066622
0e1badb8-83ec-48ac-8209-d147db606249,54.46694945306509,40.93362328421084
19f146ee-5f6d-4f87-a68f-53644498b973,8.796201868852025,5.468658787340115
bc35752b-39f7-4bb1-a97f-8cf28c49b0eb,119.60903863789133,11.224424242331272
791fc03f-ce5f-4e2c-9b42-ac15a575508e,111.66976233179126,13.275964210849603
524988ee-0b06-4602-90e3-da49d8bbc25e,121.66215300917914,154.1442802306424
16e628bc-8a26-427c-a9ce-9f13c2aef951,145.32438999821892,250.14687770075898
dd8fa196-05ad-4614-bf87-8737f055727e,166.39669887788153,16.381210211152453
2b4f8669-0349-414c-b7af-ab2ee67e3dbd,15.28655583448271,4.653244533904757
21b12bd5-9322-4b4a-8f35-e62e668bf757,175.15911021720083,22.84793543649813
