,epoch_0
3d48a341-c7c0-4edd-b1d7-5c2ade1557b1,228.4856985191926
40a07b64-0444-4452-8ddb-c6a4722f473a,257.18201627084125
e29fd0e1-412f-4243-b94c-bc86264e2904,125.44979828950339
a1c267ba-e0ea-4ef8-91fa-1233856057cc,60.87378109687763
7928b600-1033-4050-a57e-a1b9b20d43e0,90.66464834738491
296eb2c2-6e07-49d8-b887-bca480e8c096,220.41833092475707
0d742f07-116f-4bc1-9373-53cadfd34a91,142.6103085775714
f996954a-d00f-46a2-bae1-243eb2230c1c,221.29671385498293
23b1ede8-b998-4b5b-b39c-5ed1f84902a8,119.28827227132068
db2593e2-f882-4838-bd80-9897ab247e32,126.9378708086002
07b1e73c-f1ec-4717-b920-0fda11513c95,236.54282785952012
56be3f66-34da-482a-8e90-0b623f7250c6,277.02577148545174
c2898fbf-eca3-4f98-ba47-29624a70e8bc,132.41741531735272
0223b06a-621a-4c11-b8b6-4847959a9586,136.3754589792226
b4f150c1-a589-4796-b653-4e3ff039a333,8.395103858282916
948bb12c-1c23-48bb-9c01-ced025fa170d,14.529734056297947
45a398ee-8f34-41d2-8d79-cfc2e60f7524,214.26352612520884
0e1badb8-83ec-48ac-8209-d147db606249,54.46694945306509
19f146ee-5f6d-4f87-a68f-53644498b973,8.796201868852025
bc35752b-39f7-4bb1-a97f-8cf28c49b0eb,119.60903863789133
791fc03f-ce5f-4e2c-9b42-ac15a575508e,111.66976233179126
524988ee-0b06-4602-90e3-da49d8bbc25e,121.66215300917914
16e628bc-8a26-427c-a9ce-9f13c2aef951,145.32438999821892
dd8fa196-05ad-4614-bf87-8737f055727e,166.39669887788153
2b4f8669-0349-414c-b7af-ab2ee67e3dbd,15.28655583448271
21b12bd5-9322-4b4a-8f35-e62e668bf757,175.15911021720083
bbe94292-0090-4790-91c1-c0dad0eef4d0,49.24142081601835
6e96d103-43c4-4a84-8d42-bf1e0ef17131,195.53029312386303
288c689e-f32d-4478-81ac-8de6ab799e96,45.01990671178835
b3a661f8-c07d-41c7-8ef8-ed2b36285f77,110.52826059995165
70a0e2a6-0591-4ee9-9093-a60ac905d9ea,149.02346970438012
96604440-8012-4140-a43a-63881b03aea9,281.5662770101265
1034029f-b962-456f-8ccf-abcee3b62754,90.38101600314546
88f06895-d0d3-4767-a438-4606cc2d6769,252.67085050272715
135fcc2a-e257-4a35-9084-1c82c6bf2f06,163.53087868727582
