sample,epoch_num,test_class_acc_0,test_class_acc_1,test_class_acc_2,test_class_acc_3,test_class_acc_4,test_class_acc_5,test_class_acc_6,test_class_acc_7,test_class_acc_8,test_class_acc_9,test_acc,test_head_acc,test_medium_acc,test_tail_acc,test_total_acc,train_loss,test_loss
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,0,0.6539999842643738,0.7260000109672546,0.37400001287460327,0.4620000123977661,0.48399999737739563,0.5320000052452087,0.6840000152587891,0.5080000162124634,0.6759999990463257,0.6549999713897705,0.5755,0.5280000070730845,0.6401999950408935,0.48500001430511475,0.5755000025033951,1.8967838504097678,0.002534934437274933
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,1,0.734000027179718,0.8289999961853027,0.6190000176429749,0.5360000133514404,0.6290000081062317,0.6430000066757202,0.8069999814033508,0.6809999942779541,0.8190000057220459,0.765999972820282,0.7063,0.7273333470026652,0.6592000007629395,0.7924999892711639,0.706300002336502,0.9358787909150124,0.001730578637123108
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,2,0.7760000228881836,0.8220000267028809,0.6539999842643738,0.5879999995231628,0.7059999704360962,0.6370000243186951,0.8199999928474426,0.7289999723434448,0.8370000123977661,0.8330000042915344,0.7402,0.7506666779518127,0.6959999918937683,0.8350000083446503,0.7402000010013581,0.5037733709270303,0.0016046119272708893
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,3,0.7900000214576721,0.8399999737739563,0.675000011920929,0.625,0.6740000247955322,0.6629999876022339,0.8299999833106995,0.7540000081062317,0.8579999804496765,0.8330000042915344,0.7542,0.7683333357175192,0.7092000007629394,0.8454999923706055,0.7541999995708466,0.26524376598271454,0.0016179055154323578
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,4,0.7850000262260437,0.859000027179718,0.6899999976158142,0.6230000257492065,0.6980000138282776,0.6669999957084656,0.8309999704360962,0.765999972820282,0.8399999737739563,0.8379999995231628,0.7597,0.778000017007192,0.7169999957084656,0.8389999866485596,0.7597000002861023,0.1396691748364405,0.0017368756353855132
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,5,0.8009999990463257,0.8659999966621399,0.6809999942779541,0.6359999775886536,0.6899999976158142,0.6629999876022339,0.8330000042915344,0.7929999828338623,0.8489999771118164,0.8220000267028809,0.7634,0.7826666633288065,0.7229999899864197,0.8355000019073486,0.7633999943733215,0.07385675206949766,0.0018509037554264069
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,6,0.8059999942779541,0.8619999885559082,0.6980000138282776,0.6010000109672546,0.7070000171661377,0.6759999990463257,0.8159999847412109,0.7789999842643738,0.8479999899864197,0.847000002861023,0.764,0.7886666655540466,0.7157999992370605,0.8474999964237213,0.7639999985694885,0.047024345766244965,0.0019549380838871
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,7,0.7889999747276306,0.8600000143051147,0.6940000057220459,0.6340000033378601,0.7129999995231628,0.6620000004768372,0.8330000042915344,0.7799999713897705,0.8579999804496765,0.8569999933242798,0.768,0.780999998251597,0.724399995803833,0.8574999868869781,0.7679999947547913,0.030290527639656582,0.0020421345591545106
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,8,0.7850000262260437,0.8529999852180481,0.6800000071525574,0.6269999742507935,0.7160000205039978,0.6759999990463257,0.8349999785423279,0.7820000052452087,0.859000027179718,0.8560000061988831,0.7669,0.7726666728655497,0.7271999955177307,0.8575000166893005,0.7669000029563904,0.02170431826644662,0.002120419865846634
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,9,0.8059999942779541,0.8769999742507935,0.6919999718666077,0.6320000290870667,0.7139999866485596,0.6800000071525574,0.8379999995231628,0.7739999890327454,0.8510000109672546,0.8500000238418579,0.7714,0.7916666467984518,0.7276000022888184,0.8505000174045563,0.771399998664856,0.018016607373614203,0.002166052359342575
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,10,0.7990000247955322,0.8519999980926514,0.699999988079071,0.6269999742507935,0.7300000190734863,0.6859999895095825,0.8399999737739563,0.7689999938011169,0.8629999756813049,0.8529999852180481,0.7719,0.7836666703224182,0.7303999900817871,0.8579999804496765,0.7718999922275543,0.015500055144498632,0.002266646546125412
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,11,0.7950000166893005,0.8730000257492065,0.7039999961853027,0.6470000147819519,0.7149999737739563,0.6480000019073486,0.8379999995231628,0.7760000228881836,0.8529999852180481,0.8489999771118164,0.7698,0.7906666795412699,0.7248000025749206,0.8509999811649323,0.7698000013828278,0.012865920831576328,0.0022996697187423706
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,12,0.800000011920929,0.859000027179718,0.6930000185966492,0.6019999980926514,0.734000027179718,0.6930000185966492,0.8429999947547913,0.7730000019073486,0.8560000061988831,0.8529999852180481,0.7706,0.784000019232432,0.7290000081062317,0.8544999957084656,0.7706000089645386,0.01275891142854975,0.0023546852946281435
