,exp_name,head_acc,med_acc,tail_acc,total_acc
0,full dataset EL2N30 pruning,0.8059999744097391,0.750600004196167,0.8610000014305115,0.7892999947071075
1,full dataset EL2N30 pruning,0.8023333350817362,0.7401999950408935,0.8574999868869781,0.7822999954223633
2,full dataset EL2N30 pruning,0.79366668065389,0.7209999918937683,0.8504999876022339,0.768699997663498
3,full dataset EL2N30 pruning,0.7689999938011169,0.7123999953269958,0.8260000050067902,0.752099996805191
4,full dataset EL2N30 pruning,0.7403333385785421,0.6753999948501587,0.804500013589859,0.7207000017166137
5,full dataset EL2N30 pruning,0.7330000201861063,0.6648000001907348,0.8030000030994415,0.7129000067710877
6,full dataset EL2N30 pruning,0.6886666814486185,0.6,0.7339999973773956,0.6534000039100647
