sample,epoch_num,test_class_acc_0,test_class_acc_1,test_class_acc_2,test_class_acc_3,test_class_acc_4,test_class_acc_5,test_class_acc_6,test_class_acc_7,test_class_acc_8,test_class_acc_9,test_acc,test_head_acc,test_medium_acc,test_tail_acc,test_total_acc,train_loss,test_loss
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,0,0.5609999895095825,0.6949999928474426,0.4169999957084656,0.4690000116825104,0.41100001335144043,0.5529999732971191,0.6430000066757202,0.5789999961853027,0.5440000295639038,0.6660000085830688,0.5538,0.47766666611035663,0.5835999965667724,0.593500018119812,0.5538000017404556,1.93577840924263,0.0026233787059783934
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,1,0.7070000171661377,0.7910000085830688,0.6269999742507935,0.5770000219345093,0.574999988079071,0.5759999752044678,0.7889999747276306,0.7099999785423279,0.7720000147819519,0.7870000004768372,0.6911,0.7083333333333334,0.6453999876976013,0.7795000076293945,0.6910999953746796,1.0276094431226903,0.0017829444468021392
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,2,0.7540000081062317,0.8389999866485596,0.656000018119812,0.5709999799728394,0.6340000033378601,0.6449999809265137,0.8040000200271606,0.7289999723434448,0.7960000038146973,0.8090000152587891,0.7237,0.749666670958201,0.6765999913215637,0.8025000095367432,0.7236999988555908,0.5753606283529238,0.001639467054605484
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,3,0.7609999775886536,0.8500000238418579,0.6650000214576721,0.6179999709129333,0.6589999794960022,0.6380000114440918,0.8159999847412109,0.7419999837875366,0.8289999961853027,0.8259999752044678,0.7404,0.7586666742960612,0.694599986076355,0.8274999856948853,0.7403999924659729,0.30992357551374217,0.0016513055086135864
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,4,0.796999990940094,0.8420000076293945,0.6700000166893005,0.6079999804496765,0.6819999814033508,0.6660000085830688,0.8230000138282776,0.7639999985694885,0.8410000205039978,0.8230000138282776,0.7516,0.7696666717529297,0.7085999965667724,0.8320000171661377,0.7516000032424927,0.16016159011897715,0.001750115191936493
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,5,0.777999997138977,0.8619999885559082,0.6690000295639038,0.6019999980926514,0.6930000185966492,0.6830000281333923,0.8209999799728394,0.781000018119812,0.8339999914169312,0.8289999961853027,0.7552,0.7696666717529297,0.7160000085830689,0.8314999938011169,0.7552000045776367,0.08643403992226179,0.0018354662954807282
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,6,0.7799999713897705,0.8510000109672546,0.6909999847412109,0.6179999709129333,0.6869999766349792,0.6600000262260437,0.8259999752044678,0.7440000176429749,0.8399999737739563,0.8330000042915344,0.753,0.7739999890327454,0.7069999933242798,0.8364999890327454,0.7529999911785126,0.051331397611647844,0.0019513832271099091
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,7,0.781000018119812,0.871999979019165,0.703000009059906,0.609000027179718,0.7099999785423279,0.6639999747276306,0.8159999847412109,0.7850000262260437,0.8289999961853027,0.8190000057220459,0.7588,0.7853333353996277,0.7167999982833863,0.8240000009536743,0.7587999999523163,0.03390097690068863,0.002047832727432251
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,8,0.7820000052452087,0.859000027179718,0.6949999928474426,0.6019999980926514,0.6790000200271606,0.671999990940094,0.8370000123977661,0.7689999938011169,0.843999981880188,0.8429999947547913,0.7582,0.7786666750907898,0.7118000030517578,0.8434999883174896,0.7582000017166137,0.025357039952227337,0.002104768341779709
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,9,0.8149999976158142,0.8690000176429749,0.6970000267028809,0.597000002861023,0.6809999942779541,0.640999972820282,0.8399999737739563,0.7889999747276306,0.8460000157356262,0.8410000205039978,0.7616,0.79366668065389,0.7095999836921691,0.843500018119812,0.761599999666214,0.01977366211675954,0.0021578221261501314
5000-5000-5000-5000-5000-5000-5000-5000-5000-5000,10,0.8100000023841858,0.8690000176429749,0.6919999718666077,0.5870000123977661,0.7020000219345093,0.6710000038146973,0.8360000252723694,0.7879999876022339,0.8309999704360962,0.8309999704360962,0.7617,0.7903333306312561,0.7168000102043152,0.8309999704360962,0.7616999983787537,0.01588627293346111,0.002236255007982254
